subj	session	variance	catAss	ticks	feedType	phase	trial	length	tarCat	respSE	respRT	respACC	move
122104	3	1	2	2	1	1	31	22	D	D	802	1	12
122104	3	1	2	2	1	1	32	26	A	D	611	0	12
122104	3	1	2	2	1	1	33	29	D	A	978	0	12
122104	3	1	2	2	1	1	34	29	A	D	747	0	12
122104	3	1	2	2	1	1	35	27	A	A	354	1	12
122104	3	1	2	2	1	1	36	25	D	A	315	0	12
122104	3	1	2	2	1	1	37	25	D	D	387	1	12
122104	3	1	2	2	1	1	38	14	D	A	667	0	12
122104	3	1	2	2	1	1	39	30	D	D	292	1	12
122104	3	1	2	2	1	1	40	19	D	D	300	1	12
122104	3	1	2	2	1	1	41	39	D	D	364	1	12
122104	3	1	2	2	1	1	42	35	D	D	323	1	12
122104	3	1	2	2	1	1	43	23	A	D	426	0	12
122104	3	1	2	2	1	1	44	40	A	A	225	1	12
122104	3	1	2	2	1	1	45	46	D	A	427	0	12
122104	3	1	2	2	1	1	46	45	D	D	338	1	12
122104	3	1	2	2	1	1	47	29	A	D	412	0	12
122104	3	1	2	2	1	1	48	20	A	A	499	1	12
122104	3	1	2	2	1	1	49	28	A	A	420	1	12
122104	3	1	2	2	1	1	50	21	A	A	523	1	12
122104	3	1	2	2	1	1	51	44	D	A	579	0	12
122104	3	1	2	2	1	1	52	39	A	D	274	0	12
122104	3	1	2	2	1	1	53	20	D	A	378	0	12
122104	3	1	2	2	1	1	54	11	D	D	418	1	12
122104	3	1	2	2	1	1	55	24	D	D	219	1	12
122104	3	1	2	2	1	1	56	28	D	D	556	1	12
122104	3	1	2	2	1	1	57	36	A	D	490	0	12
122104	3	1	2	2	1	1	58	38	A	A	314	1	12
122104	3	1	2	2	1	1	59	25	A	A	363	1	12
122104	3	1	2	2	1	1	60	30	A	A	451	1	12
122104	3	1	2	2	1	1	61	9	D	A	355	0	12
122104	3	1	2	2	1	1	62	31	D	D	338	1	12
122104	3	1	2	2	1	1	63	37	D	D	435	1	12
122104	3	1	2	2	1	1	64	35	A	D	451	0	12
122104	3	1	2	2	1	1	65	44	A	A	266	1	12
122104	3	1	2	2	1	1	66	8	D	A	411	0	12
122104	3	1	2	2	1	1	67	24	D	D	676	1	12
122104	3	1	2	2	1	1	68	31	A	D	355	0	12
122104	3	1	2	2	1	1	69	22	A	A	347	1	12
122104	3	1	2	2	1	1	70	54	A	D	531	0	12
122104	3	1	2	2	1	1	71	27	D	D	506	1	12
122104	3	1	2	2	1	1	72	15	A	D	619	0	12
122104	3	1	2	2	1	1	73	37	A	A	753	1	12
122104	3	1	2	2	1	1	74	42	A	A	452	1	12
122104	3	1	2	2	1	1	75	18	A	D	323	0	12
122104	3	1	2	2	1	1	76	41	A	D	434	0	12
122104	3	1	2	2	1	1	77	28	D	A	419	0	12
122104	3	1	2	2	1	1	78	40	D	D	259	1	12
122104	3	1	2	2	1	1	79	23	D	D	394	1	12
122104	3	1	2	2	1	1	80	23	D	D	418	1	12
122104	3	1	2	2	1	1	81	22	D	D	459	1	12
122104	3	1	2	2	1	1	82	34	D	D	450	1	12
122104	3	1	2	2	1	1	83	34	D	D	283	1	12
122104	3	1	2	2	1	1	84	31	A	D	338	0	12
122104	3	1	2	2	1	1	85	55	A	D	578	0	12
122104	3	1	2	2	1	1	86	53	A	A	379	1	12
122104	3	1	2	2	1	1	87	23	D	A	458	0	12
122104	3	1	2	2	1	1	88	17	D	D	387	1	12
122104	3	1	2	2	1	1	89	27	A	D	412	0	12
122104	3	1	2	2	1	1	90	32	D	A	259	0	12
122104	3	1	2	2	1	1	91	7	D	D	331	1	12
122104	3	1	2	2	1	1	92	39	A	D	258	0	12
122104	3	1	2	2	1	1	93	28	A	A	379	1	12
122104	3	1	2	2	1	1	94	41	D	A	227	0	12
122104	3	1	2	2	1	1	95	33	A	D	196	0	12
122104	3	1	2	2	1	1	96	36	A	D	252	0	12
122104	3	1	2	2	1	1	97	32	A	A	435	1	12
122104	3	1	2	2	1	1	98	42	D	A	353	0	12
122104	3	1	2	2	1	1	99	42	A	D	339	0	12
122104	3	1	2	2	1	1	100	29	D	A	306	0	12
122104	3	1	2	2	1	1	101	33	A	D	467	0	12
122104	3	1	2	2	1	1	102	37	D	A	341	0	12
122104	3	1	2	2	1	1	103	16	A	A	363	1	12
122104	3	1	2	2	1	1	104	52	A	D	323	0	12
122104	3	1	2	2	1	1	105	17	D	A	363	0	12
122104	3	1	2	2	1	1	106	32	D	D	299	1	12
122104	3	1	2	2	1	1	107	25	D	D	185	1	12
122104	3	1	2	2	1	1	108	50	A	D	315	0	12
122104	3	1	2	2	1	1	109	15	D	A	226	0	12
122104	3	1	2	2	1	1	110	21	D	D	260	1	12
122104	3	1	2	2	1	1	111	24	A	D	299	0	12
122104	3	1	2	2	1	1	112	29	A	A	267	1	12
122104	3	1	2	2	1	1	113	15	D	A	227	0	12
122104	3	1	2	2	1	1	114	43	A	D	291	0	12
122104	3	1	2	2	1	1	115	18	D	A	315	0	12
122104	3	1	2	2	1	1	116	38	D	D	355	1	12
122104	3	1	2	2	1	1	117	26	D	D	459	1	12
122104	3	1	2	2	1	1	118	14	A	D	491	0	12
122104	3	1	2	2	1	1	119	34	A	A	618	1	12
122104	3	1	2	2	1	1	120	32	D	A	443	0	12
122104	3	1	2	2	1	1	121	44	A	D	43	0	12
122104	3	1	2	2	1	1	122	26	A	A	251	1	12
122104	3	1	2	2	1	1	123	31	D	A	306	0	12
122104	3	1	2	2	1	1	124	45	A	D	531	0	12
122104	3	1	2	2	1	1	125	43	D	A	322	0	12
122104	3	1	2	2	1	1	126	36	A	D	395	0	12
122104	3	1	2	2	1	1	127	35	D	A	203	0	12
122104	3	1	2	2	1	1	128	49	A	A	258	1	12
122104	3	1	2	2	1	1	129	35	A	A	290	1	12
122104	3	1	2	2	1	1	130	19	A	A	388	1	12
122104	3	1	2	2	1	1	131	10	D	A	380	0	12
122104	3	1	2	2	1	1	132	12	D	D	723	1	12
122104	3	1	2	2	1	1	133	27	D	D	475	1	12
122104	3	1	2	2	1	1	134	26	D	D	674	1	12
122104	3	1	2	2	1	1	135	40	A	A	715	1	12
122104	3	1	2	2	1	1	136	38	A	A	810	1	12
122104	3	1	2	2	1	1	137	47	D	A	587	0	12
122104	3	1	2	2	1	1	138	18	D	A	811	0	12
122104	3	1	2	2	1	1	139	43	A	D	819	0	12
122104	3	1	2	2	1	1	140	46	A	D	563	0	12
122104	3	1	2	2	1	1	141	41	A	A	546	1	12
122104	3	1	2	2	1	1	142	30	D	A	810	0	12
122104	3	1	2	2	1	1	143	16	D	A	515	0	12
122104	3	1	2	2	1	1	144	35	A	A	420	1	12
122104	3	1	2	2	1	1	145	39	D	A	346	0	12
122104	3	1	2	2	1	1	146	28	D	A	388	0	12
122104	3	1	2	2	1	1	147	37	A	A	227	1	12
122104	3	1	2	2	1	1	148	51	A	A	386	1	12
122104	3	1	2	2	1	1	149	34	A	A	242	1	12
122104	3	1	2	2	1	1	150	33	A	A	787	1	12
122104	3	1	2	2	1	1	151	31	A	A	412	1	12
122104	3	1	2	2	1	1	152	46	A	A	234	1	12
122104	3	1	2	2	1	1	153	34	A	A	291	1	12
122104	3	1	2	2	1	1	154	33	D	A	402	0	12
122104	3	1	2	2	1	1	155	21	D	D	234	1	12
122104	3	1	2	2	1	1	156	45	A	A	602	1	12
122104	3	1	2	2	1	1	157	37	A	A	723	1	12
122104	3	1	2	2	1	1	158	38	D	A	515	0	12
122104	3	1	2	2	1	1	159	21	D	A	122	0	12
122104	3	1	2	2	1	1	160	47	A	D	307	0	12
122104	4	1	2	2	1	1	1	42	D	A	1793	0	12
122104	4	1	2	2	1	1	2	8	D	A	586	0	12
122104	4	1	2	2	1	1	3	33	A	A	537	1	12
122104	4	1	2	2	1	1	4	33	A	D	610	0	12
122104	4	1	2	2	1	1	5	22	A	A	466	1	12
122104	4	1	2	2	1	1	6	31	D	A	500	0	12
122104	4	1	2	2	1	1	7	21	A	D	267	0	12
122104	4	1	2	2	1	1	8	41	A	A	363	1	12
122104	4	1	2	2	1	1	9	42	A	A	323	1	12
122104	4	1	2	2	1	1	10	36	D	A	251	0	12
122104	4	1	2	2	1	1	11	16	A	D	202	0	12
122104	4	1	2	2	1	1	12	24	D	A	513	0	12
122104	4	1	2	2	1	1	13	23	A	D	436	0	12
122104	4	1	2	2	1	1	14	42	A	D	699	0	12
122104	4	1	2	2	1	1	15	41	D	A	434	0	12
122104	4	1	2	2	1	1	16	19	A	A	628	1	12
122104	4	1	2	2	1	1	17	34	A	A	689	1	12
122104	4	1	2	2	1	1	18	21	D	A	523	0	12
122104	4	1	2	2	1	1	19	31	D	D	754	1	12
122104	4	1	2	2	1	1	20	43	A	A	867	1	12
122104	4	1	2	2	1	1	21	19	D	A	1075	0	12
122104	4	1	2	2	1	1	22	29	D	A	827	0	12
122104	4	1	2	2	1	1	23	14	A	A	931	1	12
122104	4	1	2	2	1	1	24	40	D	D	1082	1	12
122104	4	1	2	2	1	1	25	15	D	A	915	0	12
122104	4	1	2	2	1	1	26	47	D	A	1267	0	12
122104	4	1	2	2	1	1	27	17	A	D	1323	0	12
122104	4	1	2	2	1	1	28	11	D	A	529	0	12
122104	4	1	2	2	1	1	29	27	A	A	899	1	12
122104	4	1	2	2	1	1	30	37	A	A	555	1	12
122104	4	1	2	2	1	1	31	37	A	A	804	1	12
122104	4	1	2	2	1	1	32	51	A	D	706	0	12
122104	4	1	2	2	1	1	33	29	D	D	755	1	12
122104	4	1	2	2	1	1	34	52	A	D	1059	0	12
122104	4	1	2	2	1	1	35	14	D	D	794	1	12
122104	4	1	2	2	1	1	36	20	A	A	1131	1	12
122104	4	1	2	2	1	1	37	43	A	D	1315	0	12
122104	4	1	2	2	1	1	38	19	D	A	1162	0	12
122104	4	1	2	2	1	1	39	24	D	A	843	0	12
122104	4	1	2	2	1	1	40	35	A	D	780	0	12
122104	4	1	2	2	1	1	41	40	A	D	618	0	12
122104	4	1	2	2	1	1	42	39	D	A	292	0	12
122104	4	1	2	2	1	1	43	18	D	A	218	0	12
122104	4	1	2	2	1	1	44	27	D	A	243	0	12
122104	4	1	2	2	1	1	45	17	D	A	330	0	12
122104	4	1	2	2	1	1	46	35	D	A	251	0	12
122104	4	1	2	2	1	1	47	29	A	A	195	1	12
122104	4	1	2	2	1	1	48	30	A	A	299	1	12
122104	4	1	2	2	1	1	49	47	A	A	795	1	12
122104	4	1	2	2	1	1	50	32	A	A	594	1	12
122104	4	1	2	2	1	1	51	22	D	A	299	0	12
122104	4	1	2	2	1	1	52	29	A	D	259	0	12
122104	4	1	2	2	1	1	53	15	A	A	362	1	12
122104	4	1	2	2	1	1	54	14	D	A	353	0	12
122104	4	1	2	2	1	1	55	20	D	D	683	1	12
122104	4	1	2	2	1	1	56	25	D	D	539	1	12
122104	4	1	2	2	1	1	57	15	D	D	491	1	12
122104	4	1	2	2	1	1	58	38	D	D	332	1	12
122104	4	1	2	2	1	1	59	7	D	A	692	0	12
122104	4	1	2	2	1	1	60	26	D	D	347	1	12
122104	4	1	2	2	1	1	61	34	A	D	724	0	12
122104	4	1	2	2	1	1	62	26	A	A	272	1	12
122104	4	1	2	2	1	1	63	24	D	A	530	0	12
122104	4	1	2	2	1	1	64	25	A	D	266	0	12
122104	4	1	2	2	1	1	65	39	A	A	371	1	12
122104	4	1	2	2	1	1	66	32	A	D	395	0	12
122104	4	1	2	2	1	1	67	25	D	A	219	0	12
122104	4	1	2	2	1	1	68	16	D	D	427	1	12
122104	4	1	2	2	1	1	69	33	D	D	579	1	12
122104	4	1	2	2	1	1	70	36	D	D	420	1	12
122104	4	1	2	2	1	1	71	17	D	D	570	1	12
122104	4	1	2	2	1	1	72	35	A	D	268	0	12
122104	4	1	2	2	1	1	73	50	A	A	187	1	12
122104	4	1	2	2	1	1	74	12	D	A	131	0	12
122104	4	1	2	2	1	1	75	45	A	D	491	0	12
122104	4	1	2	2	1	1	76	38	D	A	355	0	12
122104	4	1	2	2	1	1	77	31	A	D	443	0	12
122104	4	1	2	2	1	1	78	27	D	A	252	0	12
122104	4	1	2	2	1	1	79	54	A	D	434	0	12
122104	4	1	2	2	1	1	80	37	D	A	243	0	12
122104	4	1	2	2	1	1	81	44	A	D	409	0	12
122104	4	1	2	2	1	1	82	32	D	A	259	0	12
122104	4	1	2	2	1	1	83	26	D	D	404	1	12
122104	4	1	2	2	1	1	84	21	D	D	401	1	12
122104	4	1	2	2	1	1	85	23	D	D	226	1	12
122104	4	1	2	2	1	1	86	37	A	D	140	0	12
122104	4	1	2	2	1	1	87	23	D	D	202	1	12
122104	4	1	2	2	1	1	88	31	A	D	356	0	12
122104	4	1	2	2	1	1	89	18	D	A	236	0	12
122104	4	1	2	2	1	1	90	55	A	D	497	0	12
122104	4	1	2	2	1	1	91	39	A	A	291	1	12
122104	4	1	2	2	1	1	92	30	A	D	338	0	12
122104	4	1	2	2	1	1	93	34	D	A	210	0	12
122104	4	1	2	2	1	1	94	29	A	A	299	1	12
122104	4	1	2	2	1	1	95	25	D	A	280	0	12
122104	4	1	2	2	1	1	96	22	D	D	171	1	12
122104	4	1	2	2	1	1	97	22	D	D	331	1	12
122104	4	1	2	2	1	1	98	21	D	D	643	1	12
122104	4	1	2	2	1	1	99	38	A	D	697	0	12
122104	4	1	2	2	1	1	100	32	D	A	498	0	12
122104	4	1	2	2	1	1	101	23	D	D	372	1	12
122104	4	1	2	2	1	1	102	30	D	D	266	1	12
122104	4	1	2	2	1	1	103	28	D	D	364	1	12
122104	4	1	2	2	1	1	104	46	A	D	258	0	12
122104	4	1	2	2	1	1	105	27	A	A	715	1	12
122104	4	1	2	2	1	1	106	37	D	A	281	0	12
122104	4	1	2	2	1	1	107	35	D	D	587	1	12
122104	4	1	2	2	1	1	108	40	A	A	393	1	12
122104	4	1	2	2	1	1	109	24	A	A	995	1	12
122104	4	1	2	2	1	1	110	28	A	A	492	1	12
122104	4	1	2	2	1	1	111	23	A	A	362	1	12
122104	4	1	2	2	1	1	112	20	D	A	83	0	12
122104	4	1	2	2	1	1	113	39	A	A	867	1	12
122104	4	1	2	2	1	1	114	46	D	A	971	0	12
122104	4	1	2	2	1	1	115	36	A	D	514	0	12
122104	4	1	2	2	1	1	116	39	D	A	1155	0	12
122104	4	1	2	2	1	1	117	44	D	A	620	0	12
122104	4	1	2	2	1	1	118	22	A	A	602	1	12
122104	4	1	2	2	1	1	119	38	A	A	1284	1	12
122104	4	1	2	2	1	1	120	41	A	A	876	1	12
122104	4	1	2	2	1	1	121	28	A	A	794	1	12
122104	4	1	2	2	1	1	122	48	A	D	715	0	12
122104	4	1	2	2	1	1	123	30	D	A	953	0	12
122104	4	1	2	2	1	1	124	27	D	D	683	1	12
122104	4	1	2	2	1	1	125	30	A	D	652	0	12
122104	4	1	2	2	1	1	126	46	A	A	1522	1	12
122104	4	1	2	2	1	1	127	45	D	A	1075	0	12
122104	4	1	2	2	1	1	128	43	D	D	883	1	12
122104	4	1	2	2	1	1	129	49	A	D	763	0	12
122104	4	1	2	2	1	1	130	53	A	A	947	1	12
122104	4	1	2	2	1	1	131	34	D	A	674	0	12
122104	4	1	2	2	1	1	132	32	D	D	979	1	12
122104	4	1	2	2	1	1	133	10	D	A	1059	0	12
122104	4	1	2	2	1	1	134	18	A	D	1819	0	12
122104	4	1	2	2	1	1	135	29	D	A	1211	0	12
122104	4	1	2	2	1	1	136	30	D	D	1163	1	12
122104	4	1	2	2	1	1	137	33	D	D	379	1	12
122104	4	1	2	2	1	1	138	26	D	D	315	1	12
122104	4	1	2	2	1	1	139	28	D	D	786	1	12
122104	4	1	2	2	1	1	140	28	D	D	692	1	12
122104	4	1	2	2	1	1	141	32	A	D	642	0	12
122104	4	1	2	2	1	1	142	36	A	A	1018	1	12
122104	4	1	2	2	1	1	143	26	A	A	731	1	12
122104	4	1	2	2	1	1	144	40	A	A	771	1	12
122104	4	1	2	2	1	1	145	24	A	A	331	1	12
122104	4	1	2	2	1	1	146	9	D	A	323	0	12
122104	4	1	2	2	1	1	147	35	A	D	804	0	12
122104	4	1	2	2	1	1	148	34	A	A	1223	1	12
122104	4	1	2	2	1	1	149	16	D	A	1386	0	12
122104	4	1	2	2	1	1	150	38	A	D	1132	0	12
122104	4	1	2	2	1	1	151	31	D	A	963	0	12
122104	4	1	2	2	1	1	152	25	A	A	1186	1	12
122104	4	1	2	2	1	1	153	45	A	D	1035	0	12
122104	4	1	2	2	1	1	154	13	D	D	1058	1	12
122104	4	1	2	2	1	1	155	47	A	D	643	0	12
122104	4	1	2	2	1	1	156	31	A	A	1315	1	12
122104	4	1	2	2	1	1	157	44	A	A	1292	1	12
122104	4	1	2	2	1	1	158	33	A	A	723	1	12
122104	4	1	2	2	1	1	159	36	A	A	723	1	12
122104	4	1	2	2	1	1	160	6	D	D	659	1	12
122104	5	1	2	2	1	1	1	19	A	A	585	1	12
122104	5	1	2	2	1	1	2	27	D	A	791	0	12
122104	5	1	2	2	1	1	3	45	D	D	806	1	12
122104	5	1	2	2	1	1	4	14	D	A	618	0	12
122104	5	1	2	2	1	1	5	48	A	A	1210	1	12
122104	5	1	2	2	1	1	6	25	D	D	1026	1	12
122104	5	1	2	2	1	1	7	32	A	D	1185	0	12
122104	5	1	2	2	1	1	8	31	A	A	1363	1	12
122104	5	1	2	2	1	1	9	36	A	A	872	1	12
122104	5	1	2	2	1	1	10	37	A	A	674	1	12
122104	5	1	2	2	1	1	11	39	D	A	611	0	12
122104	5	1	2	2	1	1	12	17	D	D	1185	1	12
122104	5	1	2	2	1	1	13	24	D	D	1260	1	12
122104	5	1	2	2	1	1	14	10	D	D	883	1	12
122104	5	1	2	2	1	1	15	37	A	A	954	1	12
122104	5	1	2	2	1	1	16	21	A	A	1722	1	12
122104	5	1	2	2	1	1	17	22	A	A	642	1	12
122104	5	1	2	2	1	1	18	35	A	D	913	0	12
122104	5	1	2	2	1	1	19	16	A	D	930	0	12
122104	5	1	2	2	1	1	20	25	A	A	859	1	12
122104	5	1	2	2	1	1	21	26	A	A	737	1	12
122104	5	1	2	2	1	1	22	23	D	A	484	0	12
122104	5	1	2	2	1	1	23	16	D	D	656	1	12
122104	5	1	2	2	1	1	24	43	A	D	1137	0	12
122104	5	1	2	2	1	1	25	31	D	A	1010	0	12
122104	5	1	2	2	1	1	26	24	A	D	668	0	12
122104	5	1	2	2	1	1	27	31	D	A	570	0	12
122104	5	1	2	2	1	1	28	15	D	A	1713	0	12
122104	5	1	2	2	1	1	29	23	A	D	730	0	12
122104	5	1	2	2	1	1	30	36	D	A	731	0	12
122104	5	1	2	2	1	1	31	14	A	A	671	1	12
122104	5	1	2	2	1	1	32	32	D	D	850	1	12
122104	5	1	2	2	1	1	33	16	D	A	873	0	12
122104	5	1	2	2	1	1	34	20	D	D	569	1	12
122104	5	1	2	2	1	1	35	36	A	A	970	1	12
122104	5	1	2	2	1	1	36	19	D	D	1401	1	12
122104	5	1	2	2	1	1	37	44	A	D	1264	0	12
122104	5	1	2	2	1	1	38	45	A	A	987	1	12
122104	5	1	2	2	1	1	39	43	D	A	666	0	12
122104	5	1	2	2	1	1	40	22	D	D	524	1	12
122104	5	1	2	2	1	1	41	30	D	D	619	1	12
122104	5	1	2	2	1	1	42	38	D	D	570	1	12
122104	5	1	2	2	1	1	43	7	D	A	830	0	12
122104	5	1	2	2	1	1	44	28	D	A	953	0	12
122104	5	1	2	2	1	1	45	22	A	D	969	0	12
122104	5	1	2	2	1	1	46	47	A	D	841	0	12
122104	5	1	2	2	1	1	47	12	D	D	1284	1	12
122104	5	1	2	2	1	1	48	34	D	A	856	0	12
122104	5	1	2	2	1	1	49	33	A	D	983	0	12
122104	5	1	2	2	1	1	50	28	D	A	912	0	12
122104	5	1	2	2	1	1	51	23	D	A	409	0	12
122104	5	1	2	2	1	1	52	26	A	D	771	0	12
122104	5	1	2	2	1	1	53	36	D	A	346	0	12
122104	5	1	2	2	1	1	54	29	D	D	1595	1	12
122104	5	1	2	2	1	1	55	34	A	D	583	0	12
122104	5	1	2	2	1	1	56	38	A	A	538	1	12
122104	5	1	2	2	1	1	57	40	A	A	865	1	12
122104	5	1	2	2	1	1	58	18	D	D	1090	1	12
122104	5	1	2	2	1	1	59	11	D	D	1419	1	12
122104	5	1	2	2	1	1	60	28	A	A	946	1	12
122104	5	1	2	2	1	1	61	39	A	A	1106	1	12
122104	5	1	2	2	1	1	62	40	D	A	804	0	12
122104	5	1	2	2	1	1	63	23	A	A	1091	1	12
122104	5	1	2	2	1	1	64	43	A	D	1675	0	12
122104	5	1	2	2	1	1	65	34	A	A	1233	1	12
122104	5	1	2	2	1	1	66	31	A	A	679	1	12
122104	5	1	2	2	1	1	67	9	D	D	920	1	12
122104	5	1	2	2	1	1	68	31	D	A	506	0	12
122104	5	1	2	2	1	1	69	42	A	D	1322	0	12
122104	5	1	2	2	1	1	70	18	D	A	1410	0	12
122104	5	1	2	2	1	1	71	25	D	A	1058	0	12
122104	5	1	2	2	1	1	72	29	D	D	691	1	12
122104	5	1	2	2	1	1	73	39	A	D	827	0	12
122104	5	1	2	2	1	1	74	22	D	D	1056	1	12
122104	5	1	2	2	1	1	75	35	D	A	1251	0	12
122104	5	1	2	2	1	1	76	38	D	D	652	1	12
122104	5	1	2	2	1	1	77	38	A	D	584	0	12
122104	5	1	2	2	1	1	78	27	A	A	667	1	12
122104	5	1	2	2	1	1	79	33	A	A	664	1	12
122104	5	1	2	2	1	1	80	30	A	A	649	1	12
122104	5	1	2	2	1	1	81	25	A	A	602	1	12
122104	5	1	2	2	1	1	82	17	A	D	1115	0	12
122104	5	1	2	2	1	1	83	15	A	A	959	1	12
122104	5	1	2	2	1	1	84	24	A	A	448	1	12
122104	5	1	2	2	1	1	85	39	A	A	1066	1	12
122104	5	1	2	2	1	1	86	49	A	D	689	0	12
122104	5	1	2	2	1	1	87	32	D	D	984	1	12
122104	5	1	2	2	1	1	88	21	D	D	1042	1	12
122104	5	1	2	2	1	1	89	53	A	A	849	1	12
122104	5	1	2	2	1	1	90	24	D	D	689	1	12
122104	5	1	2	2	1	1	91	25	D	D	616	1	12
122104	5	1	2	2	1	1	92	28	A	D	650	0	12
122104	5	1	2	2	1	1	93	37	D	A	514	0	12
122104	5	1	2	2	1	1	94	50	A	A	1066	1	12
122104	5	1	2	2	1	1	95	20	D	D	880	1	12
122104	5	1	2	2	1	1	96	35	A	A	680	1	12
122104	5	1	2	2	1	1	97	47	D	A	956	0	12
122104	5	1	2	2	1	1	98	33	A	D	1291	0	12
122104	5	1	2	2	1	1	99	26	D	D	1323	1	12
122104	5	1	2	2	1	1	100	46	A	A	1322	1	12
122104	5	1	2	2	1	1	101	32	A	A	634	1	12
122104	5	1	2	2	1	1	102	24	D	D	930	1	12
122104	5	1	2	2	1	1	103	37	D	A	721	0	12
122104	5	1	2	2	1	1	104	46	A	D	561	0	12
122104	5	1	2	2	1	1	105	46	D	A	626	0	12
122104	5	1	2	2	1	1	106	8	D	A	1127	0	12
122104	5	1	2	2	1	1	107	33	D	D	730	1	12
122104	5	1	2	2	1	1	108	34	D	D	1135	1	12
122104	5	1	2	2	1	1	109	41	A	A	1034	1	12
122104	5	1	2	2	1	1	110	51	A	D	969	0	12
122104	5	1	2	2	1	1	111	27	D	A	674	0	12
122104	5	1	2	2	1	1	112	35	D	D	1071	1	12
122104	5	1	2	2	1	1	113	29	A	D	1034	0	12
122104	5	1	2	2	1	1	114	28	D	A	802	0	12
122104	5	1	2	2	1	1	115	30	A	D	676	0	12
122104	5	1	2	2	1	1	116	37	A	A	657	1	12
122104	5	1	2	2	1	1	117	40	A	D	811	0	12
122104	5	1	2	2	1	1	118	47	A	D	727	0	12
122104	5	1	2	2	1	1	119	33	D	A	610	0	12
122104	5	1	2	2	1	1	120	17	D	A	899	0	12
122104	5	1	2	2	1	1	121	6	D	D	787	1	12
122104	5	1	2	2	1	1	122	18	A	D	1424	0	12
122104	5	1	2	2	1	1	123	29	A	A	931	1	12
122104	5	1	2	2	1	1	124	13	D	A	1172	0	12
122104	5	1	2	2	1	1	125	21	D	D	1554	1	12
122104	5	1	2	2	1	1	126	23	D	D	968	1	12
122104	5	1	2	2	1	1	127	21	D	D	586	1	12
122104	5	1	2	2	1	1	128	44	D	A	688	0	12
122104	5	1	2	2	1	1	129	41	A	D	859	0	12
122104	5	1	2	2	1	1	130	29	D	A	715	0	12
122104	5	1	2	2	1	1	131	27	A	D	810	0	12
122104	5	1	2	2	1	1	132	52	A	D	763	0	12
122104	5	1	2	2	1	1	133	15	D	A	1130	0	12
122104	5	1	2	2	1	1	134	20	A	D	753	0	12
122104	5	1	2	2	1	1	135	26	D	D	1	1	12
122104	5	1	2	2	1	1	136	32	D	D	566	1	12
122104	5	1	2	2	1	1	137	31	A	D	674	0	12
122104	5	1	2	2	1	1	138	40	A	D	641	0	12
122104	5	1	2	2	1	1	139	44	A	A	641	1	12
122104	5	1	2	2	1	1	140	42	A	A	682	1	12
122104	5	1	2	2	1	1	141	41	D	A	961	0	12
122104	5	1	2	2	1	1	142	22	D	D	887	1	12
122104	5	1	2	2	1	1	143	32	A	D	506	0	12
122104	5	1	2	2	1	1	144	27	D	A	571	0	12
122104	5	1	2	2	1	1	145	38	A	A	1042	1	12
122104	5	1	2	2	1	1	146	54	A	D	1082	0	12
122104	5	1	2	2	1	1	147	29	A	D	755	0	12
122104	5	1	2	2	1	1	148	19	D	A	619	0	12
122104	5	1	2	2	1	1	149	30	D	A	666	0	12
122104	5	1	2	2	1	1	150	30	A	D	554	0	12
122104	5	1	2	2	1	1	151	14	D	A	1145	0	12
122104	5	1	2	2	1	1	152	34	A	D	906	0	12
122104	5	1	2	2	1	1	153	55	A	D	905	0	12
122104	5	1	2	2	1	1	154	45	A	D	1369	0	12
122104	5	1	2	2	1	1	155	30	D	A	783	0	12
122104	5	1	2	2	1	1	156	26	D	D	560	1	12
122104	5	1	2	2	1	1	157	35	A	D	432	0	12
122104	5	1	2	2	1	1	158	42	D	A	898	0	12
122104	5	1	2	2	1	1	159	36	A	D	514	0	12
122104	5	1	2	2	1	1	160	39	D	A	458	0	12
122105	1	1	2	2	1	1	1	29	A	D	857	0	16
122105	1	1	2	2	1	1	2	21	A	D	1360	0	16
122105	1	1	2	2	1	1	3	40	A	D	979	0	16
122105	1	1	2	2	1	1	4	27	D	A	954	0	16
122105	1	1	2	2	1	1	5	32	A	D	531	0	16
122105	1	1	2	2	1	1	6	9	D	D	858	1	16
122105	1	1	2	2	1	1	7	33	A	A	643	1	16
122105	1	1	2	2	1	1	8	51	A	A	505	1	16
122105	1	1	2	2	1	1	9	8	D	D	485	1	16
122105	1	1	2	2	1	1	10	45	A	A	410	1	16
122105	1	1	2	2	1	1	11	32	A	A	572	1	16
122105	1	1	2	2	1	1	12	31	A	A	547	1	16
122105	1	1	2	2	1	1	13	30	A	A	427	1	16
122105	1	1	2	2	1	1	14	34	D	A	532	0	16
122105	1	1	2	2	1	1	15	47	D	A	601	0	16
122105	1	1	2	2	1	1	16	13	D	A	524	0	16
122105	1	1	2	2	1	1	17	43	A	D	401	0	16
122105	1	1	2	2	1	1	18	28	D	A	483	0	16
122105	1	1	2	2	1	1	19	18	D	D	649	1	16
122105	1	1	2	2	1	1	20	17	A	D	554	0	16
122105	1	1	2	2	1	1	21	36	A	A	707	1	16
122105	1	1	2	2	1	1	22	15	A	A	539	1	16
122105	1	1	2	2	1	1	23	37	A	D	84	0	16
122105	1	1	2	2	1	1	24	43	D	A	35	0	16
122105	1	1	2	2	1	1	25	32	A	D	275	0	16
122105	1	1	2	2	1	1	26	22	A	A	619	1	16
122105	1	1	2	2	1	1	27	25	D	A	476	0	16
122105	1	1	2	2	1	1	28	15	D	D	796	1	16
